word,mean_RT_ms,mean_accuracy,length,log_frequency,AoA,OLD20,concreteness,contextual_diversity,OLD20F,orthographic_neighbourhood_n,mean_D_Zscore,n_rows,n_subjects
shoreline,825.0,0.97,9,1.462397998,6.83,3.2,4.87,1.380211242,5.857,0,-0.266,3,3
short,611.5,1,5,3.64028263,4.32,1.45,3.61,3.450864692,8.12,7,-0.635,2,2
shortage,591.667,0.97,8,2.130333768,9.89,2.7,2.46,2.056904851,6.784,0,-0.446,3,3
shortbread,651.0,0.97,10,1.041392685,8.78,3.85,4.56,1,6.023,0,-0.158,3,3
shortcake,636.0,1,9,1.431363764,6.79,3.6,4.41,1.204119983,6.651,0,-0.435,3,3
shortcoming,1264.0,1,11,0.77815125,9.28,3.95,2.17,0.77815125,6.276,0,0.25,3,3
shortcut,679.5,0.97,8,2.305351369,7.22,3.25,3.2,2.190331698,6.826,0,-0.758,2,2
shorten,617.0,0.91,7,1.72427587,7.33,2.1,3.11,1.672097858,7.145,2,-0.653,1,1
shortfall,650.333,0.97,9,0.698970004,13.28,3.65,2.22,0.698970004,6.418,0,-0.232,3,3
shorthand,866.0,1,9,1.716003344,11.11,3.45,3.57,1.612783857,6.304,0,0.139,1,1
shortness,823.333,1,9,1.643452676,8.11,2.8,3.14,1.579783597,6.191,0,-0.294,3,3
shorts,497.0,0.97,6,2.682145076,3.95,1.6,4.82,2.552668216,7.892,7,-1.058,2,2
shortsighted,1546.0,1,12,1.278753601,11.26,4.95,2.28,1.230448921,5.53,0,2.125,3,3
shortsightedness,780.5,0.94,16,0.477121255,13,7.35,2.31,0.477121255,4.781,0,0.8,4,4
shortstop,827.5,1,9,1.62324929,8.24,3.85,4.23,1.568201724,6.767,0,-0.094,4,4
shot,837.0,0.97,4,4.064457989,5.84,1.2,4.44,3.627058464,8.319,14,0.013,2,2
shotgun,634.333,1,7,2.710117365,7.53,2.9,4.96,2.539076099,7.17,0,-0.659,3,3
shoulder,643.5,0.94,8,3.126131407,4.5,2.45,4.93,2.989894564,7.003,1,-0.364,4,4
shout,692.333,0.94,5,2.924279286,4.72,1.55,4.17,2.664641976,8.169,8,-0.458,3,3
shove,664.5,0.91,5,2.829303773,6.7,1.65,4.04,2.73239376,8.219,4,-0.77,4,4
shovel,548.667,0.94,6,2.544068044,6.28,1.85,4.97,2.403120521,6.867,2,-0.643,3,3
show,553.0,1,4,4.396321421,6.21,1.25,3.97,3.821579028,8.075,13,-0.934,2,2
showbiz,866.25,0.94,7,1.414973348,9.05,3.25,3.48,1.397940009,6.759,0,-0.293,4,4
showboat,582.0,1,8,1.322219295,11.72,3.55,3.67,1.255272505,5.603,0,-0.44,4,4
showcase,1200.0,1,8,1.505149978,9.94,3.5,3.39,1.397940009,6.692,0,0.587,2,2
showdown,556.0,0.97,8,1.812913357,8.39,3.15,3.21,1.763427994,6.343,0,-0.472,2,2
shower,541.5,0.97,6,3.321805484,4.72,1.8,4.89,3.113943352,7.13,2,-0.784,2,2
showerhead,707.333,1,10,1,8.05,3.85,4.93,0.903089987,5.628,0,-0.181,3,3
showgirl,726.0,1,8,1.672097858,11.72,3.55,4.44,1.531478917,6.378,0,0.024,3,3
showman,668.333,0.94,7,1.255272505,10.21,2.6,3.7,1.230448921,7.063,2,-0.617,3,3
showmanship,612.0,0.91,11,1.176091259,11.5,4.45,2.42,1.146128036,5.386,0,-0.452,2,2
showpiece,704.0,0.97,9,0.698970004,12.67,3.85,3.83,0.602059991,5.845,0,-0.381,2,2
showplace,571.0,0.97,9,0.477121255,11.33,3.45,4.07,0.477121255,5.557,0,-0.603,3,3
showroom,710.667,0.94,8,1.51851394,11.22,3.6,4.54,1.447158031,5.775,0,-0.306,3,3
showy,1022.333,0.79,5,1.204119983,10.26,1.8,2.43,1.176091259,7.84,3,0.154,3,3
shrapnel,1976.0,0.44,8,2.056904851,12.06,3,4.57,1.959041392,6.899,0,2.53,1,1
shred,554.667,0.94,5,2.178976947,9.28,1.65,4.38,2.113943352,7.576,3,-0.828,3,3
shredder,1030.5,0.94,8,1.255272505,8.78,2.75,4.59,1.079181246,6.77,2,0.685,4,4
shrew,879.0,0.97,5,1.633468456,11.82,1.75,4.07,1.462397998,7.691,4,-0.163,4,4
shrewd,880.667,0.91,6,1.86332286,11.37,1.95,1.92,1.799340549,7.598,1,-0.104,3,3
shrewish,669.0,0.61,8,0.301029996,13.11,3,2.04,0.301029996,6.405,0,0.08,1,1
shriek,626.0,0.97,6,1.51851394,8.94,2.15,3.97,1.505149978,7.567,1,-0.287,2,2
shrill,698.0,0.91,6,1.397940009,11.44,1.85,2.8,1.342422681,7.54,1,-0.024,3,3
shrimp,862.5,1,6,2.648360011,7.11,2.35,4.8,2.392696953,7.221,1,0.418,2,2
shrine,812.667,0.91,6,2.181843588,9.63,1.85,4.47,1.973127854,7.022,3,0.086,3,3
shrink,555.0,0.97,6,2.761927838,7.06,1.8,3.55,2.580924976,7.64,4,-0.38,3,3
shrinkage,940.333,0.82,9,1.113943352,10.83,3.6,3.31,1,6.17,0,-0.338,3,3
shrivel,1031.0,0.91,7,1.322219295,9.61,2.25,3.57,1.278753601,7.121,4,0.823,1,1
shroud,1121.0,0.82,6,1.72427587,11.65,2.45,4.34,1.491361694,7.702,0,1.538,2,2
shrub,456.0,0.94,5,1.176091259,8.06,1.85,4.92,1.146128036,6.847,2,-1.348,2,2
shrubbery,836.667,0.85,9,1.278753601,8.89,3.55,4.89,1.230448921,5.826,0,0.7,3,3
shrug,849.0,0.88,5,1.322219295,7.94,1.9,4.21,1.255272505,6.712,1,-0.5,1,1
shrunken,944.0,1,8,1.477121255,8.94,3.1,2.93,1.447158031,6.198,0,-0.273,1,1
shuck,510.5,0.65,5,1.146128036,9.76,1.7,3.09,1.113943352,7.532,5,-0.68,2,2
shuffle,757.75,1,7,2.178976947,8.95,2.3,3.83,2.004321374,5.831,3,-0.018,4,4
shuffleboard,834.5,0.85,12,1.322219295,10.63,5.5,4.74,1.278753601,5.132,0,0.084,2,2
shuffling,740.0,0.97,9,1.477121255,8.2,2.85,3.25,1.414973348,5.79,2,0.105,1,1
shun,705.0,0.67,4,1.431363764,11.33,1.6,2.58,1.397940009,7.893,6,-0.411,1,1
shunt,800.0,0.64,5,1.69019608,13.53,1.7,3.5,1.322219295,7.436,2,0.654,2,2
shush,865.0,0.72,5,2.133538908,5.752809,1.9,3.52,1.982271233,7.31,2,-0.059,1,1
shut,578.667,0.94,4,4.128915978,4.89,1.6,3.38,3.683857205,8.029,9,-0.818,3,3
shutdown,643.0,1,8,1.880813592,8.74,3.2,3.85,1.69019608,6.907,0,-0.661,2,2
shutter,702.5,1,7,1.875061263,7.83,1.8,4.38,1.73239376,6.247,4,-0.64,2,2
shuttered,871.333,0.97,9,0.477121255,10.11,2.1,3.82,0.477121255,5.404,3,0.251,3,3
shuttle,943.5,0.94,7,2.451786436,8.37,2.3,4.63,2.113943352,6.237,1,-0.074,2,2
shy,725.75,1,3,2.972202838,5.32,1.5,2.52,2.841984805,9.081,12,-0.577,4,4
sibling,600.0,1,7,1.698970004,7.58,2,4.37,1.612783857,6.863,1,-0.5,3,3
sick,509.25,0.97,4,3.926239521,4.05,1.15,2.97,3.587486465,8.198,16,-1.0,4,4
sickbay,583.0,0.71,7,1.322219295,10.76,3,,1.146128036,6.409,0,-0.241,1,1
sickbed,786.5,0.94,7,0.77815125,9.88,2.25,3.63,0.77815125,6.172,0,0.305,2,2
sicken,692.0,0.97,6,1.301029996,7.74,1.9,2.74,1.255272505,6.792,2,-0.736,1,1
sickening,861.0,0.97,9,1.672097858,7.26,2.75,2.32,1.62324929,6.249,0,-0.153,2,2
sickle,936.333,0.9,6,1.462397998,11.35,1.75,4.88,1.255272505,6.093,6,0.62,3,3
sickly,900.5,0.97,6,1.602059991,7.37,1.9,2.6,1.579783597,6.792,2,0.791,2,2
sickness,782.333,1,8,2.608526034,5.53,2.85,3.45,2.507855872,5.757,0,-0.288,3,3
sickroom,904.5,0.94,8,1,8.76,3.65,4.12,0.77815125,5.284,0,-0.129,2,2
sideboard,800.5,0.94,9,1.146128036,10.24,3.15,4.42,0.954242509,5.136,0,1.427,2,2
sideburns,858.333,0.97,9,1.77815125,8.44,3.9,4.96,1.591064607,5.811,0,0.274,3,3
sidecar,812.0,0.84,7,1.491361694,9.78,2.95,4.82,1.361727836,7.107,0,-0.125,1,1
sidekick,660.0,1,8,2.139879086,9.85,3.65,3.24,1.913813852,5.619,0,-0.071,2,2
sideline,623.0,0.97,8,1.505149978,8.32,2.7,3.93,1.462397998,5.69,0,-0.136,1,1
sidelong,778.0,0.97,8,0.477121255,13.81,3.05,,0.477121255,6.518,0,-0.201,3,3
sidesaddle,1101.0,0.94,10,0.77815125,9.94,4.4,4.12,0.77815125,5.764,0,2.126,1,1
sideshow,869.0,0.97,8,1.755874856,10.32,3.85,4.03,1.672097858,6.45,0,0.012,3,3
sidesplitting,1672.0,0.9,13,0.301029996,11,5.45,2.57,0.301029996,6.023,0,2.253,2,2
sidestep,754.333,0.94,8,0.602059991,9.84,3.3,4.15,0.602059991,6.542,0,-0.153,3,3
sidestroke,735.0,0.97,10,0.477121255,9.35,4.1,3.59,0.301029996,5.992,0,0.27,2,2
sideswipe,746.333,0.91,9,0.477121255,12.5,3.75,3.57,0.477121255,5.684,0,-0.482,3,3
sidetrack,599.667,1,9,0.602059991,11,3.7,2.08,0.602059991,5.317,0,-0.427,3,3
sidewalk,814.5,1,8,2.447158031,4.28,3.15,4.96,2.367355921,6.527,0,-0.6,2,2
sidewinder,1161.75,0.94,10,1.62324929,11.25,3.9,3.43,1.255272505,6.352,0,0.708,4,4
siding,923.667,0.94,6,1.838849091,9.184363,1.8,4.64,1.763427994,7.749,7,-0.338,3,3
siege,814.333,0.91,5,2.075546961,12.28,1.85,3.18,1.963787827,7.977,3,0.121,3,3
sienna,801.0,0.49,6,1,11.44,2.75,,1,7.631,1,0.115,1,1
siesta,894.0,0.66,6,1.414973348,11.82,2.75,3.89,1.322219295,7.511,1,0.722,1,1
sieve,745.0,0.56,5,1.447158031,12.36,1.9,4.59,1.397940009,8.445,2,0.02,2,2
sift,864.5,0.73,4,1.591064607,9.6,1.6,3.79,1.544068044,8.142,6,0.201,2,2
sifter,811.0,0.76,6,0.77815125,11,1.8,4.64,0.77815125,7.304,4,0.679,1,1
sigh,727.5,0.94,4,2.240549248,7.39,1.7,3.89,2.120573931,8.462,4,-0.458,2,2
sight,611.5,1,5,3.36398783,5.44,1.45,3.21,3.224791956,8.6,10,-0.444,2,2
sighting,753.0,0.91,8,1.903089987,9.79,2.45,3.14,1.819543936,6.93,3,0.068,2,2
sightless,1106.5,1,9,0.903089987,9.05,2.85,2.55,0.84509804,5.127,0,0.312,2,2
sightsee,1147.5,0.88,8,0.84509804,6.63,2.75,2.82,0.84509804,6.66,0,0.69,2,2
sightseeing,794.0,1,11,1.880813592,11,4.15,3.11,1.838849091,6.183,0,-0.13,2,2
sightseer,2039.5,0.87,9,0.301029996,11.42,3.25,4.21,0.301029996,6.565,2,2.208,2,2
sigma,668.0,0.85,5,1.591064607,14.36,2.25,2.76,1.342422681,7.684,0,-0.157,3,3
sign,740.5,1,4,3.83238116,4.32,1.85,4.62,3.546542663,8.279,1,-0.49,2,2
signal,544.0,0.97,6,3.284881715,6.67,2.45,3.86,3.010723865,7.057,0,-0.863,1,1
signalman,1679.5,0.66,9,1,8.5,3.75,4.33,0.77815125,5.91,1,1.732,2,2
signature,401.0,0.97,9,2.794488047,8.83,3.4,4.43,2.667452953,6.8,0,-1.057,1,1
significance,807.667,1,12,2.252853031,10.11,4.45,1.68,2.198657087,6.185,0,-0.154,3,3
significant,582.333,0.97,11,2.521138084,9.89,4,1.67,2.450249108,5.983,1,-0.554,3,3
signor,970.0,0.29,6,2.311753861,13.33,2.25,,1.662757832,7.465,1,0.081,2,2
signpost,2043.0,0.9,8,1.230448921,7.89,3.5,4.63,1.146128036,6.763,0,3.289,1,1
silence,744.0,0.97,7,3.112269768,4.6,2.4,3.33,2.946943271,7.311,0,-0.361,3,3
silencer,892.5,0.91,8,1.681241237,11.84,2.65,4.19,1.505149978,7.159,2,0.317,2,2
silent,572.0,1,6,3.069668097,4.42,2,3.67,2.895422546,7.073,0,-0.23,1,1
silhouette,1130.0,0.94,10,1.477121255,8.9,4.45,4.57,1.431363764,5.803,0,0.743,1,1
silica,3276.0,0.69,6,1.041392685,15.86,2.65,4.22,0.77815125,7.026,0,4.493,1,1
silicon,922.0,0.94,7,1.944482672,12.67,2.85,4.68,1.681241237,7.311,0,-0.689,1,1
silk,685.0,0.97,4,2.698970004,7.39,1.5,4.7,2.539076099,7.95,10,-0.48,2,2
silken,920.333,0.79,6,1.342422681,11.11,2.2,2.8,1.301029996,7.14,1,0.314,3,3
silkworm,480.5,0.94,8,0.602059991,7.95,3.6,4.62,0.477121255,5.494,0,-0.868,2,2
silky,610.0,0.97,5,1.612783857,9.1,1.8,4.12,1.51851394,6.609,5,-0.261,3,3
sill,892.0,0.71,4,1.380211242,7.33,1,4.59,1.301029996,9.016,15,0.116,2,2
silly,589.0,1,5,3.464340485,4.17,1.55,2.2,3.266231697,7.259,12,-0.437,1,1
silo,732.667,0.68,4,1.69019608,9.93,1.7,4.3,1.505149978,8.135,7,-0.252,3,3
silverfish,766.333,1,10,0.698970004,11.88,4.4,4.77,0.602059991,6.012,0,-0.346,3,3
silversmith,1222.667,0.97,11,0.602059991,11.16,4.75,4.38,0.602059991,6.445,0,0.957,3,3
silverware,607.667,0.97,10,2.041392685,5.89,4.55,4.66,1.939519253,5.736,0,-0.528,3,3
silvery,835.0,0.94,7,1.414973348,8.5,2.65,3.04,1.322219295,6.857,2,-0.331,2,2
simian,503.0,0.32,6,1.431363764,14.27,2.7,,1.255272505,7.454,0,-0.938,2,2
similar,537.333,0.97,7,2.84260924,7.33,2.7,2.46,2.760422483,7.244,0,-0.932,3,3
similarity,1125.5,0.97,10,1.568201724,8.89,3.5,1.9,1.544068044,6.461,0,0.441,2,2
simile,1273.0,0.68,6,1.146128036,11.68,1.9,2.04,1,7.3,1,1.187,1,1
simmer,738.667,0.79,6,1.944482672,9.65,1.75,3.88,1.892094603,6.532,4,0.271,3,3
simple,742.25,0.97,6,3.658583715,6.89,1.6,1.62,3.456669629,6.8,6,-0.623,4,4
simpleton,1148.5,0.84,9,1.505149978,10.88,3.4,3.12,1.361727836,7.273,0,0.947,2,2
simplicity,591.0,1,10,1.84509804,9.89,3.3,1.96,1.812913357,6.311,0,-0.863,2,2
simplification,1056.75,0.93,14,0.301029996,12.11,4.15,1.86,0.301029996,6.334,0,0.874,4,4
simplify,793.333,0.94,8,1.672097858,8.53,2.9,1.89,1.579783597,6.446,0,0.195,3,3
simplistic,898.333,1,10,1.342422681,10.72,3.85,1.93,1.342422681,6.451,0,-0.266,3,3
simply,612.667,0.97,6,3.373463722,7.91618,1.8,1.83,3.192567453,6.654,3,-0.425,3,3
simulate,684.333,0.94,8,1.77815125,11.5,2.45,2.31,1.643452676,6.406,0,-0.072,3,3
simulated,783.333,0.91,9,1.69019608,11.37,2.55,2.32,1.612783857,6.605,1,-0.04,3,3
simulation,815.0,0.97,10,2.064457989,10.53,2.6,3.03,1.812913357,6.977,0,-0.189,2,2
simulator,679.0,0.9,9,1.612783857,10.11,3.1,3.89,1.414973348,6.347,0,-0.621,1,1
simultaneous,779.75,0.97,12,1.477121255,11.68,4.95,2.25,1.477121255,5.653,0,-0.053,4,4
sin,703.0,1,3,2.910624405,6.74,1,1.85,2.694605199,9.265,24,-0.737,3,3
since,1038.25,1,5,4.20588073,6.85048,1.75,1.38,3.798374377,8.092,5,0.108,4,4
sincere,744.333,0.94,7,2.485721426,8.79,2.5,1.81,2.390935107,6.71,0,-0.459,3,3
sincerely,679.0,1,9,2.397940009,9.59643,3.5,1.37,2.328379603,6.295,0,-0.322,2,2
sincerity,652.0,0.97,9,2.012837225,8.67,3.3,1.97,1.982271233,6.462,0,-0.691,4,4
sine,36.0,0.22,4,1,13.69,1,,0.903089987,9.077,21,-2.193,1,1
sinful,718.75,0.97,6,1.944482672,8.79,2.65,1.87,1.86332286,6.205,0,-0.377,4,4
sing,722.5,1,4,3.697054892,3.47,1,4.34,3.242292905,8.498,16,-0.194,2,2
singe,766.333,0.56,5,1.146128036,11.57,1.45,3.92,1.113943352,7.695,6,0.246,3,3
singer,707.667,1,6,2.903632516,5.06,1.4,4.62,2.598790507,6.858,10,-0.379,3,3
single,584.5,0.97,6,3.56549363,6.68,1.55,3.27,3.37621185,6.098,5,-0.934,4,4
singleness,517.0,0.97,10,0.477121255,10.12,3.45,2.48,0.477121255,5.063,0,-0.512,1,1
singsong,558.5,0.82,8,1,7.67,2.8,2.81,0.954242509,5.787,0,-0.7,4,4
singular,1160.0,0.91,8,1.819543936,9.8,2.85,2.21,1.748188027,6.833,0,-0.166,1,1
singularity,1608.0,0.97,11,1.819543936,14.55,4,2.08,1.146128036,5.898,0,2.927,1,1
sinister,1424.0,0.94,8,2.049218023,10.75,2.6,2.38,1.991226076,6.775,1,0.585,3,3
sink,411.0,0.97,4,2.936513742,4.47,1.05,4.74,2.810904281,8.178,17,-1.181,1,1
sinkhole,743.0,0.88,8,1.230448921,11.5,3.6,4.48,1.204119983,5.725,0,-0.161,4,4
sinless,857.667,0.97,7,0.301029996,10.26,1.85,1.54,0.301029996,5.12,2,-0.112,3,3
sinus,674.5,0.91,5,1.954242509,10.05,1.8,4.27,1.857332496,7.539,7,-1.099,2,2
sinusitis,1894.0,0.26,9,0.77815125,14,3.95,,0.477121255,6.594,0,3.431,2,2
sip,761.5,1,3,2.416640507,4.26,1,4.17,2.344392274,8.645,23,-0.294,2,2
siphon,917.0,0.47,6,1.176091259,11.88,2.8,3.68,1.079181246,7.456,0,0.497,1,1
sir,583.0,0.94,3,4.691867994,6.37,1.45,3.1,3.711132072,8.833,14,-0.904,1,1
sire,726.667,0.79,4,2.827369273,10.12,1.05,,2.004321374,8.341,16,-0.292,3,3
siren,1161.0,0.97,5,2.525044807,7.06,1.85,4.45,2.361727836,7.911,2,0.866,3,3
sirloin,775.5,0.94,7,1.505149978,11.33,3,4.66,1.414973348,7.252,1,-0.395,4,4
sissy,1953.5,0.97,5,2.571708832,7.4,1.9,2.63,2.198657087,6.775,2,1.259,2,2
sister,758.0,1,6,3.964165311,3.68,1.8,4,3.483872454,7.007,4,-0.456,3,3
sisterhood,617.333,1,10,1.51851394,9.53,4.25,2.53,1.380211242,5.73,0,-0.48,3,3
sit,561.0,0.94,3,4.200850498,3.47,1,4.8,3.746867628,9.357,23,-0.83,2,2
site,508.0,0.97,4,2.991669007,8.63,1.2,4.56,2.779596491,8.582,12,-0.975,1,1
sitter,258.0,0.83,6,1.908485019,5.68,1.55,3.89,1.886490725,6.75,10,-1.597,1,1
situate,1151.0,0.84,7,0.77815125,13.11,2.65,1.96,0.77815125,6.73,0,0.713,2,2
situation,777.0,1,9,3.624075731,9.26,2.65,2.03,3.398981067,7.104,0,-0.593,3,3
six,555.333,0.97,3,4.007619775,5.25193,1.45,3.43,3.638688887,8.933,16,-0.562,3,3
sixpence,904.0,0.88,8,1.491361694,10.5,3,4.45,1.342422681,6.798,0,0.041,3,3
sixteen,488.0,0.97,7,2.622214023,4.804336,2.85,3.88,2.465382851,7.063,0,-0.911,3,3
sixth,638.5,0.97,5,2.741939078,5.3585,1.95,3.83,2.615950052,8.127,1,-0.642,2,2
sixty,498.0,0.94,5,2.444044796,5.742152,1.95,3.56,2.322219295,7.762,1,-1.048,1,1
sizable,510.0,0.91,7,1.431363764,10.11,2.35,2.7,1.431363764,6.552,0,-0.604,1,1
size,560.333,1,4,3.371806459,4.84,1.65,3.13,3.229425848,8.416,4,-0.788,3,3
sizzle,719.0,1,6,1.51851394,8.16,1.9,3.48,1.462397998,6.768,2,-0.241,3,3
skate,502.5,0.97,5,2.480006943,5.37,1.7,4.56,2.093421685,8.023,3,-0.795,2,2
skateboard,643.333,0.94,10,1.934498451,6.94,3.6,4.86,1.785329835,5.278,0,-0.122,3,3
skateboarder,797.0,0.97,12,1,9.84,5.15,4.82,0.954242509,4.978,1,-0.396,2,2
skater,877.0,0.97,6,1.991226076,6.57,1.9,4.65,1.633468456,7.119,3,-1.078,1,1
skeet,803.5,0.44,5,1.431363764,12.53,1.85,4.23,1.255272505,8.454,3,0.295,2,2
skeleton,975.5,0.97,8,2.418301291,6.68,3.25,4.97,2.164352856,6.881,0,0.368,2,2
skeptical,677.0,0.97,9,1.880813592,10.74,3.3,1.7,1.838849091,7.253,1,-0.286,3,3
skepticism,806.0,0.94,10,1.568201724,12.47,3.9,2.14,1.51851394,5.718,1,-0.076,2,2
sketch,925.0,0.97,6,2.403120521,9,2.15,4.56,2.204119983,7.347,0,-0.101,3,3
sketchbook,706.5,1,10,1.041392685,7.52,4.55,4.79,1,5.682,0,-0.611,2,2
sketchpad,807.0,0.88,9,0.301029996,8.84,3.65,4.86,0.301029996,5.381,0,-0.283,3,3
sketchy,694.5,0.97,7,1.806179974,11.59,2.75,1.96,1.755874856,6.191,0,-0.683,2,2
skew,1484.0,0.91,4,0.903089987,10.94,1.75,2.68,0.903089987,8.294,5,0.943,1,1
skewer,1021.667,0.89,6,1.342422681,8.94,2,4.46,1.146128036,7.245,0,0.187,3,3
ski,516.0,0.94,3,2.617000341,6.68,1.65,4.63,2.348304863,8.791,2,-0.99,2,2
skier,712.333,0.97,5,1.397940009,8.88,1.95,4.32,1.255272505,7.019,2,0.039,3,3
skiing,628.5,0.85,6,2.328379603,7.89,2,4.42,2.100370545,7.866,1,-0.703,2,2
skilful,501.0,0.32,7,1.041392685,10.06,2.65,,1.041392685,5.931,1,-0.923,1,1
skill,785.5,1,5,2.607455023,6.8,1.6,2.17,2.515873844,7.844,6,-0.043,2,2
skilled,526.667,1,7,2.086359831,8.68,1.85,1.96,2.045322979,6.579,4,-0.792,3,3
skillet,630.667,0.94,7,1.799340549,8.2,2.5,4.73,1.51851394,6.657,1,-0.63,3,3
skim,835.667,0.82,4,1.643452676,8.84,1.5,3.76,1.62324929,8.191,8,0.188,3,3
skimp,1566.0,0.77,5,1.146128036,11.25,1.85,2.31,1.113943352,7.359,1,2.778,1,1
skimpy,913.333,1,6,1.414973348,10.67,2.35,2.74,1.397940009,6.581,1,0.119,3,3
skin,587.333,1,4,3.351603072,4.48,1.35,4.79,3.185542155,8.366,8,-1.006,3,3
skinhead,833.5,0.97,8,1.204119983,12.56,3.15,4.04,1.113943352,6.248,0,-0.298,2,2
skinless,799.5,1,8,1.079181246,9.8,2.55,3.81,1,5.693,0,-0.227,2,2
skinny,727.333,1,6,2.853698212,5.16,2.15,3.57,2.6599162,6.893,1,-0.394,3,3
skip,654.0,0.97,4,3.032215703,4.68,1.4,4.07,2.838849091,8.189,9,-0.468,4,4
skirmish,718.5,0.77,8,1.462397998,11.83,3.15,2.69,1.397940009,5.912,0,-0.155,2,2
skirt,1068.0,0.94,5,2.706717782,5.67,1.85,4.82,2.586587305,7.761,3,0.324,2,2
skit,993.0,0.97,4,1.633468456,9.17,1.35,3.86,1.255272505,8.396,9,-0.359,2,2
skitter,801.0,0.65,7,0.602059991,10.83,1.95,,0.602059991,6.064,1,0.424,3,3
skittish,1027.0,0.76,8,1.51851394,10,3.3,2.11,1.414973348,6.408,0,-0.097,2,2
skull,512.0,1,5,2.875639937,6.33,1.8,4.83,2.702430536,8.184,3,-0.845,1,1
skullcap,640.0,0.88,8,0.77815125,14.06,3.9,4.54,0.77815125,5.89,0,-0.676,2,2
sky,600.25,0.97,3,3.359076226,4.17,1.65,4.45,3.09131516,8.935,7,-0.439,4,4
skydive,695.0,1,7,1.079181246,8.78,3.3,4.21,1,6.848,0,-0.166,2,2
skydiver,1056.0,0.97,8,0.698970004,9.28,3.5,4.78,0.602059991,6.342,0,0.885,1,1
skyhook,1116.0,0.65,7,0.602059991,13.27,3.35,,0.301029996,6.921,0,1.512,1,1
skylark,782.667,0.94,7,1.176091259,10.175464,3.05,4.52,0.903089987,6.961,0,-0.325,3,3
skylight,671.333,1,8,1.643452676,8.6,2.75,4.79,1.556302501,6.925,0,-0.44,3,3
skyline,685.5,1,7,1.544068044,11,2.75,4.43,1.505149978,6.474,0,-0.661,2,2
skyrocket,1067.5,0.91,9,1.255272505,8.8,3.75,3.73,1.255272505,6.237,0,0.752,2,2
skyscraper,765.5,1,10,1.612783857,8.26,4.45,4.76,1.531478917,6.362,0,-0.028,4,4
skywriting,875.0,0.85,10,0.903089987,9.88,3.8,4.56,0.77815125,6.701,0,0.481,2,2
slab,846.333,0.97,4,1.977723605,8.53,1.35,4.29,1.826074803,7.655,12,-0.026,3,3
slack,603.5,0.97,5,2.481442629,9.63,1.5,3.15,2.411619706,7.428,8,-0.347,2,2
slacken,600.5,0.7,7,0.77815125,12.18,1.95,2.5,0.698970004,6.654,3,-0.238,2,2
slag,522.5,0.56,4,1.602059991,11.67,1.2,,1.544068044,7.626,14,-1.216,2,2
slake,512.0,0.21,5,0.602059991,12.33,1.5,,0.602059991,7.814,8,-0.356,1,1
slalom,2474.0,0.38,6,0.602059991,13.75,2.75,,0.602059991,7.173,1,2.673,1,1
slam,773.667,0.97,4,2.472756449,6.94,1.2,4,2.380211242,7.753,14,-0.006,3,3
slander,959.5,0.94,7,1.812913357,14,1.75,2.33,1.763427994,5.796,3,-0.196,2,2
slanderer,762.0,0.82,9,0.301029996,13.78,2.75,2.78,0.301029996,4.886,2,-0.293,1,1
slanderous,794.667,0.88,10,1.113943352,13.36,3.4,1.93,1.113943352,5.493,0,0.157,3,3
slang,687.5,0.97,5,1.857332496,10.68,1.65,2.48,1.748188027,7.355,4,-0.967,2,2
slant,759.0,0.97,5,1.770852012,7.33,1.7,3.08,1.72427587,7.527,3,0.378,2,2
slap,762.0,1,4,2.804139432,4.67,1.15,4.72,2.684845362,7.777,14,-0.791,3,3
slaphappy,998.333,0.88,9,0.77815125,11.6,4.5,,0.77815125,6.106,0,0.927,3,3
slapstick,760.5,0.94,9,1.113943352,12.29,3.55,2.93,1.079181246,6.214,0,0.132,2,2
slash,745.0,0.94,5,2.089905111,7.47,1.5,3.52,1.982271233,6.854,8,-0.052,2,2
slat,733.0,0.55,4,0.698970004,11.56,1,4.04,0.602059991,7.399,17,-0.371,1,1
slate,570.0,0.9,5,2.220108088,9.25,1.45,4.58,2.11058971,7.66,9,-0.773,3,3
slaughter,808.0,1,9,2.445604203,9.56,3.15,3.68,2.322219295,6.184,0,0.174,1,1
slaughterhouse,913.667,0.97,14,1.812913357,10.8,6.15,4.83,1.716003344,5.388,0,0.41,3,3
slave,672.5,0.94,5,2.973589623,7.84,1.5,4.38,2.698100546,7.812,7,-0.3,4,4
slaver,673.333,0.83,6,1.176091259,10.42,1.7,3.54,0.903089987,7.136,7,-0.471,3,3
slavery,597.0,0.89,7,2.318063335,8.32,2.3,3.11,2.041392685,6.728,2,-0.948,3,3
slavish,862.0,0.88,7,0.77815125,13.07,2.6,,0.698970004,6.179,0,0.196,1,1
slaw,727.0,0.75,4,1.255272505,8.28,1.3,4.64,1.176091259,7.824,12,-0.158,1,1
slay,1321.333,0.88,4,2.041392685,9.39,1.15,3.1,1.934498451,7.912,14,0.254,3,3
sleazy,718.5,1,6,2.049218023,11.85,2.5,2.48,1.995635195,7.183,0,-0.578,2,2
sled,594.667,0.97,4,2.176091259,4.89,1.55,5,1.799340549,7.802,9,-0.275,3,3
sledge,582.0,0.85,6,1.397940009,10.06,1.85,4.11,1.361727836,7.24,3,-0.768,3,3
sledgehammer,841.333,0.88,12,1.662757832,9.52,6,4.89,1.51851394,5.742,0,0.059,3,3
